Dates,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME,PX_VOLUME
2/27/2008,#N/A N/A,56738,357508,110228,195353,#N/A N/A,663,1300,#N/A N/A,48219,5074,375586,136,9061,47986,61780,#N/A N/A,#N/A N/A,200,56205,1137000,20994,50981,#N/A N/A,563145,2765,1082,#N/A N/A,7323,4944,4107,611888,8112,539286,#N/A N/A,#N/A N/A,24972,#N/A N/A,20036,12685,#N/A N/A,303394,5,104463,586586,#N/A N/A,50911,34359,84503,129248,#N/A N/A,546322,1660950,21485,#N/A N/A,#N/A N/A,51240,249176,121367,556605,10743,#N/A N/A,#N/A N/A,81852,46585,944553,5211,#N/A N/A,13655,#N/A N/A
2/28/2008,#N/A N/A,24759,319413,115420,223590,#N/A N/A,204,1300,#N/A N/A,50144,713,396784,3289,4331,58393,22695,#N/A N/A,#N/A N/A,200,72408,617129,15497,62078,#N/A N/A,1038504,6671,2097,#N/A N/A,863,2445,8040,747534,46036,417018,#N/A N/A,#N/A N/A,13103,#N/A N/A,11157,5028,#N/A N/A,196972,5679,106258,609608,#N/A N/A,88047,24733,48001,45591,#N/A N/A,638680,1572202,3800,#N/A N/A,#N/A N/A,20236,274509,30471,672638,10002,#N/A N/A,#N/A N/A,24618,45825,783480,190,#N/A N/A,15716,#N/A N/A
2/29/2008,#N/A N/A,43146,463530,136005,261032,#N/A N/A,214,700,#N/A N/A,51611,1768,445044,5009,10151,38520,199960,#N/A N/A,#N/A N/A,200,75060,709854,4965,80169,#N/A N/A,1052106,6072,3061,#N/A N/A,3988,2696,13021,528729,6369,642059,#N/A N/A,#N/A N/A,24110,#N/A N/A,29083,14158,#N/A N/A,76960,5172,153916,781300,#N/A N/A,111638,31162,87686,51125,#N/A N/A,733097,1872561,20630,#N/A N/A,#N/A N/A,59156,978362,65781,478435,17103,#N/A N/A,#N/A N/A,48189,24353,1108272,877,#N/A N/A,17333,#N/A N/A
3/3/2008,#N/A N/A,25924,315891,66941,183266,#N/A N/A,1326,700,#N/A N/A,27791,1768,458040,5964,7749,55010,29290,#N/A N/A,#N/A N/A,200,132645,926309,12477,104505,#N/A N/A,829487,1100,930,#N/A N/A,5367,1596,5209,671368,5482,474571,#N/A N/A,#N/A N/A,23672,#N/A N/A,21331,3991,#N/A N/A,149144,9815,145776,511618,#N/A N/A,93255,68531,52283,142332,#N/A N/A,708297,1690063,12315,#N/A N/A,#N/A N/A,138648,1177960,62469,613188,15954,#N/A N/A,#N/A N/A,137514,18398,910116,736,#N/A N/A,39422,#N/A N/A
3/4/2008,#N/A N/A,32362,445988,52995,166551,#N/A N/A,1326,800,#N/A N/A,33999,1768,307102,8535,5436,30992,40450,#N/A N/A,#N/A N/A,200,108354,635778,5863,99632,#N/A N/A,496597,4900,5743,#N/A N/A,3963,26043,6150,627203,8218,605234,#N/A N/A,#N/A N/A,19480,#N/A N/A,15607,18826,#N/A N/A,194284,9112,109793,801911,#N/A N/A,61429,87999,82540,62249,#N/A N/A,698024,1972565,85798,#N/A N/A,#N/A N/A,68012,535548,55646,962749,9961,#N/A N/A,#N/A N/A,75381,26623,1416618,5548,#N/A N/A,12917,#N/A N/A
3/5/2008,#N/A N/A,18156,520962,72454,227598,#N/A N/A,5,800,#N/A N/A,18881,10071,262284,1189,5417,34333,21405,#N/A N/A,#N/A N/A,200,124599,474941,15388,100108,#N/A N/A,667389,6000,1926,#N/A N/A,3382,15478,4212,623624,4562,774375,#N/A N/A,#N/A N/A,13910,#N/A N/A,17529,8963,#N/A N/A,249678,10363,116668,484255,#N/A N/A,51268,99994,145613,32485,#N/A N/A,692647,2128971,51519,#N/A N/A,#N/A N/A,254784,616890,33265,678852,2353,#N/A N/A,#N/A N/A,34011,17133,1107448,900,#N/A N/A,13744,#N/A N/A
3/6/2008,#N/A N/A,22973,376281,66202,277762,#N/A N/A,5,200,#N/A N/A,17084,222,380796,3146,5320,53701,17470,#N/A N/A,#N/A N/A,200,136632,405046,2507,194813,#N/A N/A,606900,10786,2876,#N/A N/A,4333,10678,12104,358335,1419,724590,#N/A N/A,#N/A N/A,36129,#N/A N/A,22907,9949,#N/A N/A,155516,6569,125513,318675,#N/A N/A,89343,74018,101986,93006,#N/A N/A,663360,1422767,25330,#N/A N/A,#N/A N/A,20292,307882,18960,487641,4219,#N/A N/A,#N/A N/A,18162,3482,990778,1067,#N/A N/A,2704,#N/A N/A
3/7/2008,#N/A N/A,22112,418941,107731,304455,#N/A N/A,3584,200,#N/A N/A,63992,111,713083,1675,1114,62888,22950,#N/A N/A,#N/A N/A,866,193539,512688,16519,96861,#N/A N/A,743479,3848,2732,#N/A N/A,4299,5474,2244,1202732,5268,631125,#N/A N/A,#N/A N/A,6604,#N/A N/A,18758,20893,#N/A N/A,104658,13894,165655,502069,#N/A N/A,121059,79679,119024,42957,#N/A N/A,950392,1204622,106282,#N/A N/A,#N/A N/A,82532,634113,74902,814299,2200,#N/A N/A,#N/A N/A,29283,19903,1076771,394,#N/A N/A,11943,#N/A N/A
3/10/2008,#N/A N/A,28323,407400,119520,161903,#N/A N/A,510,200,#N/A N/A,53402,18,387707,8457,2293,28994,34950,#N/A N/A,#N/A N/A,130,97161,579878,7253,45998,#N/A N/A,744398,14900,2685,#N/A N/A,4246,12387,31526,850183,710,636200,#N/A N/A,#N/A N/A,7466,#N/A N/A,8246,19221,#N/A N/A,102948,31572,159588,617496,#N/A N/A,127052,123242,65856,84458,#N/A N/A,949377,963085,40438,#N/A N/A,#N/A N/A,102952,501876,36069,716903,5250,#N/A N/A,#N/A N/A,11331,5753,769312,3896,#N/A N/A,2132,#N/A N/A
3/11/2008,#N/A N/A,43292,363686,106286,293018,#N/A N/A,510,200,#N/A N/A,38860,56,440066,6918,2157,31788,26975,#N/A N/A,#N/A N/A,130,150438,467565,13641,85109,#N/A N/A,694475,1850,3108,#N/A N/A,8435,32688,52805,1429095,1820,614380,#N/A N/A,#N/A N/A,47050,#N/A N/A,29468,25687,#N/A N/A,194974,29789,125129,512848,#N/A N/A,151326,311041,74065,29183,#N/A N/A,843622,1205668,26720,#N/A N/A,#N/A N/A,81504,595122,13368,545995,1595,#N/A N/A,#N/A N/A,17139,9169,1653330,917,#N/A N/A,7800,#N/A N/A
3/12/2008,#N/A N/A,31190,263295,34734,208341,#N/A N/A,510,200,#N/A N/A,18943,11053,368928,80,897,35338,5650,#N/A N/A,#N/A N/A,130,54969,241253,24678,132000,#N/A N/A,676482,500,4072,#N/A N/A,9249,15872,19042,2888201,1820,412884,#N/A N/A,#N/A N/A,35240,#N/A N/A,18308,10675,#N/A N/A,149286,38977,143134,568712,#N/A N/A,183065,92795,113649,62572,#N/A N/A,974992,1276886,29595,#N/A N/A,#N/A N/A,65076,431593,18856,368646,6590,#N/A N/A,#N/A N/A,26499,14751,1042863,2439,#N/A N/A,6233,#N/A N/A
3/13/2008,#N/A N/A,43261,422273,91768,235955,#N/A N/A,510,10,#N/A N/A,55219,2704,513898,1446,971,101881,5915,#N/A N/A,#N/A N/A,130,159543,615058,7491,377077,#N/A N/A,631200,2604,1923,#N/A N/A,35032,33034,23050,3528632,1221,740166,#N/A N/A,#N/A N/A,17745,#N/A N/A,18835,7392,#N/A N/A,246842,22933,134883,398784,#N/A N/A,166525,63639,51606,109377,#N/A N/A,794104,1470146,16428,#N/A N/A,#N/A N/A,153416,415186,11843,599171,1610,#N/A N/A,#N/A N/A,21981,15400,1195325,826,#N/A N/A,4375,#N/A N/A
3/14/2008,#N/A N/A,60060,447257,57595,224374,#N/A N/A,15097,493,#N/A N/A,33692,555,437126,1446,570,39078,32540,#N/A N/A,#N/A N/A,10,136464,737795,5243,95393,#N/A N/A,859624,5625,5872,#N/A N/A,20934,4788,30991,1254450,2065,585416,#N/A N/A,#N/A N/A,54667,#N/A N/A,17067,13246,#N/A N/A,182628,8364,138807,363152,#N/A N/A,170358,44241,55673,65161,#N/A N/A,769621,904396,9550,#N/A N/A,#N/A N/A,48748,324954,69721,472965,1490,#N/A N/A,#N/A N/A,21273,11232,1211848,579,#N/A N/A,11099,#N/A N/A
3/17/2008,#N/A N/A,54124,520442,97049,309519,#N/A N/A,11699,70,#N/A N/A,15780,78,559034,1174,2350,73808,51295,#N/A N/A,#N/A N/A,7548,144273,635861,20836,158840,#N/A N/A,880534,10170,4450,#N/A N/A,54464,1539,28940,1385267,6430,823087,#N/A N/A,#N/A N/A,6309,#N/A N/A,20808,23796,#N/A N/A,130182,13651,185777,677201,#N/A N/A,120618,41272,154872,128733,#N/A N/A,1167976,1356110,21393,#N/A N/A,#N/A N/A,80712,638585,52693,790475,4095,#N/A N/A,#N/A N/A,44865,16779,1972130,3494,#N/A N/A,6326,#N/A N/A
3/18/2008,#N/A N/A,28741,371291,65225,181593,#N/A N/A,73,801,#N/A N/A,22464,78,356403,1174,189,36726,70840,#N/A N/A,#N/A N/A,2992,69786,630447,12345,211804,#N/A N/A,692647,8311,2627,#N/A N/A,18859,10414,83746,1201960,577,398557,#N/A N/A,#N/A N/A,38374,#N/A N/A,22080,30585,#N/A N/A,128738,19603,81299,560016,#N/A N/A,99779,85975,128521,134461,#N/A N/A,817386,953584,41619,#N/A N/A,#N/A N/A,60340,526176,16682,330454,2420,#N/A N/A,#N/A N/A,3792,13877,5136149,6338,#N/A N/A,6171,#N/A N/A
3/19/2008,#N/A N/A,64246,446743,121613,249858,#N/A N/A,296,2,#N/A N/A,28970,4587,440890,5321,2350,60564,22425,#N/A N/A,#N/A N/A,1612,57546,496744,9311,108907,#N/A N/A,714234,2307,4864,#N/A N/A,17483,250,28521,954383,1505,404473,#N/A N/A,#N/A N/A,10891,#N/A N/A,12579,27687,#N/A N/A,101444,13274,229842,441226,#N/A N/A,96981,88476,96135,308351,#N/A N/A,933039,1290822,28765,#N/A N/A,#N/A N/A,76776,535088,5544,549745,10686,#N/A N/A,#N/A N/A,38112,39497,2909555,1476,#N/A N/A,10542,#N/A N/A
3/20/2008,#N/A N/A,47351,621559,122097,360750,#N/A N/A,1183,1188,#N/A N/A,128449,520,943517,1064,1561,29129,135505,#N/A N/A,#N/A N/A,1442,26085,1418817,2374,191989,#N/A N/A,990258,3775,6382,#N/A N/A,16823,882,17327,1313058,1285,730071,#N/A N/A,#N/A N/A,29631,#N/A N/A,53555,18842,#N/A N/A,160642,34772,189483,524952,#N/A N/A,120780,541226,117768,137349,#N/A N/A,1145314,1515842,37530,#N/A N/A,#N/A N/A,50736,705814,9482,818215,1042,#N/A N/A,#N/A N/A,48786,51667,2333006,578,#N/A N/A,9570,#N/A N/A
3/21/2008,#N/A N/A,47351,621559,122097,360750,#N/A N/A,1183,1188,#N/A N/A,128449,520,943517,1064,1561,29129,135505,#N/A N/A,#N/A N/A,1442,26085,1418817,2374,191989,#N/A N/A,990258,3775,6382,#N/A N/A,16823,882,17327,1313058,1285,730071,#N/A N/A,#N/A N/A,29631,#N/A N/A,53555,18842,#N/A N/A,160642,34772,189483,524952,#N/A N/A,120780,541226,117768,137349,#N/A N/A,1145314,1515842,37530,#N/A N/A,#N/A N/A,50736,705814,9482,818215,1042,#N/A N/A,#N/A N/A,48786,51667,2333006,578,#N/A N/A,9570,#N/A N/A
3/24/2008,#N/A N/A,47351,621559,122097,360750,#N/A N/A,1183,1188,#N/A N/A,128449,520,943517,1064,1561,29129,135505,#N/A N/A,#N/A N/A,1442,26085,1418817,2374,191989,#N/A N/A,990258,3775,6382,#N/A N/A,16823,882,17327,1313058,1285,730071,#N/A N/A,#N/A N/A,29631,#N/A N/A,53555,18842,#N/A N/A,160642,34772,189483,524952,#N/A N/A,120780,541226,117768,137349,#N/A N/A,1145314,1515842,37530,#N/A N/A,#N/A N/A,50736,705814,9482,818215,1042,#N/A N/A,#N/A N/A,48786,51667,2333006,578,#N/A N/A,9570,#N/A N/A
3/25/2008,#N/A N/A,39515,530196,73938,170376,#N/A N/A,66,1334,#N/A N/A,16062,520,379898,16337,1526,34357,74635,#N/A N/A,#N/A N/A,1442,73221,1580989,13519,193738,#N/A N/A,510639,34275,5045,#N/A N/A,26017,13707,16887,785276,2903,276028,#N/A N/A,#N/A N/A,13664,#N/A N/A,25068,17053,#N/A N/A,127692,379136,130830,353078,#N/A N/A,92499,311973,141132,55013,#N/A N/A,887332,1206070,9156,#N/A N/A,#N/A N/A,37224,461294,13140,659363,2728,#N/A N/A,#N/A N/A,51948,38914,1680166,582,#N/A N/A,10803,#N/A N/A
3/26/2008,#N/A N/A,14855,337420,47730,522638,#N/A N/A,6321,800,#N/A N/A,6504,351,213001,3440,896,37242,26950,#N/A N/A,#N/A N/A,1442,92778,1988558,2955,153452,#N/A N/A,439118,10255,3810,#N/A N/A,5955,3094,50290,570200,3999,470782,#N/A N/A,#N/A N/A,17528,#N/A N/A,10076,52001,#N/A N/A,100498,14951,101605,382508,#N/A N/A,50080,139046,71589,37250,#N/A N/A,1003716,1685322,14927,#N/A N/A,#N/A N/A,67404,220305,26346,474827,1000,#N/A N/A,#N/A N/A,12216,19712,1184565,1325,#N/A N/A,3906,#N/A N/A
3/27/2008,#N/A N/A,28367,338039,69723,326548,#N/A N/A,5,910,#N/A N/A,45147,2434,323027,7450,1330,33845,180035,#N/A N/A,#N/A N/A,1442,154521,2300069,10495,145920,#N/A N/A,1013203,2557,3107,#N/A N/A,9181,3766,53390,731506,362,658757,#N/A N/A,#N/A N/A,33038,#N/A N/A,20374,25427,#N/A N/A,125758,71875,147517,458828,#N/A N/A,102306,93725,109141,19091,#N/A N/A,725437,1985342,11350,#N/A N/A,#N/A N/A,165068,415725,3606,766832,620,#N/A N/A,#N/A N/A,42171,23183,1165806,5059,#N/A N/A,2610,#N/A N/A
3/28/2008,#N/A N/A,28891,236863,57878,451985,#N/A N/A,153,2945,#N/A N/A,21245,1828,227099,10794,3995,44777,58235,#N/A N/A,#N/A N/A,1442,75414,1398286,17791,259962,#N/A N/A,775306,1816,3328,#N/A N/A,7857,9525,18343,830670,1893,526206,#N/A N/A,#N/A N/A,9730,#N/A N/A,16571,13285,#N/A N/A,97514,43962,106648,442861,#N/A N/A,60176,148236,108693,49292,#N/A N/A,440173,1301149,10097,#N/A N/A,#N/A N/A,65068,207232,15836,429198,2850,#N/A N/A,#N/A N/A,16062,24200,793944,3700,#N/A N/A,2191,#N/A N/A
3/31/2008,#N/A N/A,5705,270190,66509,338202,#N/A N/A,9643,110,#N/A N/A,29984,533,264569,3837,1421,10127,12050,#N/A N/A,#N/A N/A,456,85788,1595742,70634,113315,#N/A N/A,620009,17149,7711,#N/A N/A,23214,27507,6915,613148,709,459405,#N/A N/A,#N/A N/A,50645,#N/A N/A,20332,31936,#N/A N/A,53090,60734,58124,453923,#N/A N/A,77737,161813,107053,19452,#N/A N/A,874979,1328228,15004,#N/A N/A,#N/A N/A,34152,270212,26914,445344,3832,#N/A N/A,#N/A N/A,33975,179515,932525,3331,#N/A N/A,3478,#N/A N/A
4/1/2008,#N/A N/A,47875,546092,125166,345982,#N/A N/A,4080,1900,#N/A N/A,51003,199,411723,10476,4072,47866,54915,#N/A N/A,#N/A N/A,456,111741,1251369,42965,219643,#N/A N/A,1349721,10933,10881,#N/A N/A,20381,11052,17963,425405,114,776508,#N/A N/A,#N/A N/A,24413,#N/A N/A,20352,39476,#N/A N/A,103418,44462,39473,411071,#N/A N/A,116713,116389,88293,9901,#N/A N/A,1074863,4797706,40665,#N/A N/A,#N/A N/A,208712,403016,14792,475157,713,#N/A N/A,#N/A N/A,41574,4378,1300511,13042,#N/A N/A,4799,#N/A N/A
4/2/2008,#N/A N/A,28203,485174,168365,178446,#N/A N/A,1632,200,#N/A N/A,26840,171,384439,9970,16383,73074,99530,#N/A N/A,#N/A N/A,456,142638,3560988,43510,185481,#N/A N/A,1263508,17513,2057,#N/A N/A,61834,1893,13098,738420,9544,856487,#N/A N/A,#N/A N/A,36969,#N/A N/A,26498,23568,#N/A N/A,149038,32095,67934,368007,#N/A N/A,92764,165231,106864,19609,#N/A N/A,918226,2594351,14617,#N/A N/A,#N/A N/A,204520,341209,2868,523083,4587,#N/A N/A,#N/A N/A,47283,10175,1122479,23263,#N/A N/A,5543,#N/A N/A
4/3/2008,#N/A N/A,16190,537579,51709,260284,#N/A N/A,1020,200,#N/A N/A,17955,2860,400010,8008,3425,36613,37100,#N/A N/A,#N/A N/A,456,73881,2112450,32383,33395,#N/A N/A,684923,7878,3128,#N/A N/A,16989,7069,35285,542102,3602,413773,#N/A N/A,#N/A N/A,39188,#N/A N/A,8478,9993,#N/A N/A,90842,917777,52042,328324,#N/A N/A,89820,108270,176267,6609,#N/A N/A,678426,2015438,11907,#N/A N/A,#N/A N/A,40344,256579,67704,513287,17363,#N/A N/A,#N/A N/A,23244,1716,888931,3387,#N/A N/A,4538,#N/A N/A
4/4/2008,#N/A N/A,18956,650332,48184,238610,#N/A N/A,567,1,#N/A N/A,14514,2860,368884,2818,737,21061,10500,#N/A N/A,#N/A N/A,400,45987,1112948,11634,47534,#N/A N/A,995486,2000,3084,#N/A N/A,69711,12288,36171,712399,2249,354882,#N/A N/A,#N/A N/A,86017,#N/A N/A,23314,10692,#N/A N/A,98564,76180,40201,308361,#N/A N/A,45330,53019,113829,25064,#N/A N/A,612295,1153190,5250,#N/A N/A,#N/A N/A,226316,360291,53536,500765,1572,#N/A N/A,#N/A N/A,73167,11700,1881746,2636,#N/A N/A,8049,#N/A N/A
4/7/2008,#N/A N/A,35604,391847,35244,180831,#N/A N/A,867,123,#N/A N/A,14765,4240,249803,7836,15026,25672,36240,#N/A N/A,#N/A N/A,296,192087,1029516,7045,65407,#N/A N/A,845775,8657,410,#N/A N/A,108148,11137,20143,895720,6100,429443,#N/A N/A,#N/A N/A,60410,#N/A N/A,19416,25482,#N/A N/A,166464,51820,37127,384031,#N/A N/A,87864,98735,115786,30905,#N/A N/A,729106,2314473,41092,#N/A N/A,#N/A N/A,47864,350057,27381,540731,4800,#N/A N/A,#N/A N/A,44451,12760,872859,5971,#N/A N/A,4038,#N/A N/A
4/8/2008,#N/A N/A,28060,322052,115410,145194,#N/A N/A,3626,123,#N/A N/A,37252,1666,158923,7455,1425,26478,119920,#N/A N/A,#N/A N/A,840,74379,974525,10478,122698,#N/A N/A,646566,3088,166,#N/A N/A,54813,4202,31032,616484,611,415613,#N/A N/A,#N/A N/A,6174,#N/A N/A,26934,15122,#N/A N/A,119698,30771,56379,323255,#N/A N/A,103378,60420,81079,56635,#N/A N/A,789763,1221562,3463,#N/A N/A,#N/A N/A,43260,271954,52747,419776,921,#N/A N/A,#N/A N/A,36933,5638,973968,10765,#N/A N/A,3170,#N/A N/A
4/9/2008,#N/A N/A,12177,307284,44339,143857,#N/A N/A,3626,123,#N/A N/A,20784,2449,233496,4124,2724,36058,22935,#N/A N/A,#N/A N/A,132,257664,740684,8634,33669,#N/A N/A,619892,23350,1105,#N/A N/A,40910,4278,25695,672774,3532,191431,#N/A N/A,#N/A N/A,18280,#N/A N/A,18771,13090,#N/A N/A,68658,60018,67484,264087,#N/A N/A,51476,47818,103431,23601,#N/A N/A,569881,1017613,15156,#N/A N/A,#N/A N/A,43296,577863,45153,353506,4080,#N/A N/A,#N/A N/A,24327,14300,1043948,6837,#N/A N/A,3572,#N/A N/A
4/10/2008,#N/A N/A,15515,335020,75704,120667,#N/A N/A,92,1,#N/A N/A,16852,639,391355,546,5503,178710,7275,#N/A N/A,#N/A N/A,1420,134829,651229,17193,52982,#N/A N/A,783001,10600,3746,#N/A N/A,22524,6036,54887,571212,10420,236675,#N/A N/A,#N/A N/A,24996,#N/A N/A,20012,24391,#N/A N/A,80978,32506,46818,412156,#N/A N/A,78224,47785,78496,62901,#N/A N/A,597091,1637282,4205,#N/A N/A,#N/A N/A,92728,320973,10384,400705,677,#N/A N/A,#N/A N/A,34830,22523,2087978,10120,#N/A N/A,5769,#N/A N/A
4/11/2008,#N/A N/A,10154,354589,56180,175782,#N/A N/A,2805,1,#N/A N/A,17219,12536,264566,4403,915,154412,43165,#N/A N/A,#N/A N/A,1220,87120,726542,4714,179738,#N/A N/A,646750,1316,2079,#N/A N/A,9870,31871,23390,771258,120,231828,#N/A N/A,#N/A N/A,9222,#N/A N/A,13448,25214,#N/A N/A,62524,87548,48410,319001,#N/A N/A,69261,60774,101775,45824,#N/A N/A,488746,1056805,24738,#N/A N/A,#N/A N/A,168144,276570,21828,418557,100,#N/A N/A,#N/A N/A,8580,22523,1691196,9721,#N/A N/A,12688,#N/A N/A
4/14/2008,#N/A N/A,4966,333525,50320,97728,#N/A N/A,153,1,#N/A N/A,13980,2527,225345,1185,502,114016,20235,#N/A N/A,#N/A N/A,82,62538,506286,7149,91820,#N/A N/A,362979,25966,2069,#N/A N/A,3857,896,5640,531334,1699,187526,#N/A N/A,#N/A N/A,12747,#N/A N/A,4365,17662,#N/A N/A,100344,31138,50406,154512,#N/A N/A,41740,45168,91348,12196,#N/A N/A,304839,1035767,24738,#N/A N/A,#N/A N/A,22688,267272,12591,186646,1786,#N/A N/A,#N/A N/A,17631,7403,1115045,19238,#N/A N/A,3208,#N/A N/A
4/15/2008,#N/A N/A,13880,481028,33241,113092,#N/A N/A,153,2381,#N/A N/A,31217,2512,374159,4500,2333,115315,40405,#N/A N/A,#N/A N/A,410,78495,496078,6455,39463,#N/A N/A,620477,11391,318,#N/A N/A,9221,8251,13889,582844,11590,364111,#N/A N/A,#N/A N/A,11590,#N/A N/A,6752,31333,#N/A N/A,63410,45390,24446,839235,#N/A N/A,125357,89466,83657,35117,#N/A N/A,406037,1316097,18750,#N/A N/A,#N/A N/A,20188,411349,14508,465936,70,#N/A N/A,#N/A N/A,21468,9128,2129672,17242,#N/A N/A,8123,#N/A N/A
4/16/2008,#N/A N/A,13114,389198,36978,131128,#N/A N/A,548,975,#N/A N/A,25926,2512,455285,1798,15252,122789,33825,#N/A N/A,#N/A N/A,10,111180,584250,11396,45631,#N/A N/A,1287504,3375,771,#N/A N/A,11230,10243,6510,753376,7667,361953,#N/A N/A,#N/A N/A,45266,#N/A N/A,11070,17584,#N/A N/A,82264,36910,71852,508300,#N/A N/A,100971,90439,39181,56979,#N/A N/A,395607,1453377,27501,#N/A N/A,#N/A N/A,36616,345617,43571,438585,510,#N/A N/A,#N/A N/A,33795,8601,690085,29829,#N/A N/A,10257,#N/A N/A
4/17/2008,#N/A N/A,6068,281274,34381,150818,#N/A N/A,548,3400,#N/A N/A,16565,1247,248490,954,3251,82703,25060,#N/A N/A,#N/A N/A,10,98376,453064,11075,118695,#N/A N/A,757961,6029,715,#N/A N/A,9780,34156,18440,672803,7667,247611,#N/A N/A,#N/A N/A,6292,#N/A N/A,40336,13527,#N/A N/A,71512,34261,28231,302667,#N/A N/A,72446,150543,108869,125040,#N/A N/A,614344,1091171,23708,#N/A N/A,#N/A N/A,69636,246523,2580,432743,25045,#N/A N/A,#N/A N/A,23226,6111,989166,54441,#N/A N/A,8584,#N/A N/A
4/18/2008,#N/A N/A,9551,256469,41099,292725,#N/A N/A,2877,90,#N/A N/A,31437,278,338918,11295,21626,77370,52365,#N/A N/A,#N/A N/A,4,230058,379764,16629,79384,#N/A N/A,703824,2484,5732,#N/A N/A,31862,10163,69562,485058,2770,427884,#N/A N/A,#N/A N/A,11508,#N/A N/A,45188,15384,#N/A N/A,54050,34172,37156,334521,#N/A N/A,44853,151972,99730,136465,#N/A N/A,588920,1176503,2317,#N/A N/A,#N/A N/A,60584,252638,37397,487350,2630,#N/A N/A,#N/A N/A,49194,4631,1348941,14494,#N/A N/A,11334,#N/A N/A
4/21/2008,#N/A N/A,9046,443669,87202,232152,#N/A N/A,510,90,#N/A N/A,23608,278,203084,4263,5744,47133,63865,#N/A N/A,#N/A N/A,4,68919,501904,8885,42962,#N/A N/A,338143,4391,608,#N/A N/A,12861,14167,22305,481184,4667,361804,#N/A N/A,#N/A N/A,18573,#N/A N/A,18724,7391,#N/A N/A,68410,44910,26749,370030,#N/A N/A,55616,65586,119503,30240,#N/A N/A,1086611,915997,7965,#N/A N/A,#N/A N/A,117240,294841,16931,315822,5650,#N/A N/A,#N/A N/A,19878,4483,772293,3235,#N/A N/A,5769,#N/A N/A
4/22/2008,#N/A N/A,9984,568946,80890,220131,#N/A N/A,510,500,#N/A N/A,18408,1,141482,6698,2609,104210,23920,#N/A N/A,#N/A N/A,4,186552,489771,11138,69342,#N/A N/A,422694,3595,878,#N/A N/A,16535,9043,10422,601898,31792,434336,#N/A N/A,#N/A N/A,26061,#N/A N/A,36490,21945,#N/A N/A,85696,27790,69428,521377,#N/A N/A,49354,53494,103356,34393,#N/A N/A,550923,844069,5723,#N/A N/A,#N/A N/A,129736,333988,2114,698760,14625,#N/A N/A,#N/A N/A,37317,16583,919984,7151,#N/A N/A,13677,#N/A N/A
4/23/2008,#N/A N/A,9333,510640,78714,136611,#N/A N/A,510,500,#N/A N/A,14241,14266,220893,4320,442,84966,6180,#N/A N/A,#N/A N/A,2898,159723,243602,6913,70057,#N/A N/A,361540,1960,60,#N/A N/A,22215,93602,10955,1513708,5235,529667,#N/A N/A,#N/A N/A,33448,#N/A N/A,15376,30365,#N/A N/A,95104,78113,29269,486696,#N/A N/A,49414,54895,220038,9424,#N/A N/A,1044130,1573802,3948,#N/A N/A,#N/A N/A,315672,318246,9845,905980,2275,#N/A N/A,#N/A N/A,5373,110,975476,5043,#N/A N/A,6875,#N/A N/A
4/24/2008,#N/A N/A,5347,618217,80551,201915,#N/A N/A,510,500,#N/A N/A,4675,3637,273256,2111,6859,420235,14525,#N/A N/A,#N/A N/A,710,152637,406600,4924,93228,#N/A N/A,764862,2849,5123,#N/A N/A,28949,17676,2993,1121710,2112,295071,#N/A N/A,#N/A N/A,6425,#N/A N/A,10576,14670,#N/A N/A,122280,395905,45363,368123,#N/A N/A,58615,36586,129135,7216,#N/A N/A,608963,1858300,5380,#N/A N/A,#N/A N/A,125476,248701,23548,626277,220,#N/A N/A,#N/A N/A,29136,825,886636,6218,#N/A N/A,7679,#N/A N/A
4/25/2008,#N/A N/A,12553,670042,94091,158048,#N/A N/A,1020,3400,#N/A N/A,39934,3637,341437,4869,11509,121945,39645,#N/A N/A,#N/A N/A,5694,102690,451222,8902,135764,#N/A N/A,800489,4830,287,#N/A N/A,75401,6443,72067,1285552,11447,628327,#N/A N/A,#N/A N/A,37245,#N/A N/A,14855,14376,#N/A N/A,95206,179805,28946,727343,#N/A N/A,150531,101338,70982,150051,#N/A N/A,857862,2447848,10200,#N/A N/A,#N/A N/A,124996,288789,33565,462985,18199,#N/A N/A,#N/A N/A,38523,38940,883997,11979,#N/A N/A,5367,#N/A N/A
