Code,J:TYMO(P)~U$,J:TTMO(P)~U$,J:SFTB(P)~U$,J:NTT(P)~U$,J:SO@N(P)~U$,J:CP@N(P)~U$,J:DDIC(P)~U$,J:TA@N(P)~U$,J:D@SA(P)~U$,J:MITF(P)~U$,J:RETA(P)~U$,J:HO@N(P)~U$,J:RHCL(P)~U$,J:UC@N(P)~U$,J:KA@N(P)~U$,J:ABOT(P)~U$,J:SMFI(P)~U$,J:DA@N(P)~U$,J:RG@N(P)~U$,J:YP@N(P)~U$,J:JRCE(P)~U$,J:JPHC(P)~U$,J:ITCN(P)~U$,J:ZJ@N(P)~U$,J:SEVI(P)~U$,J:MIHO(P)~U$,J:CN@N(P)~U$,J:EAJR(P)~U$,J:DU@N(P)~U$,J:HC@N(P)~U$,J:UM@N(P)~U$,J:MIZH(P)~U$,J:SHDO(P)~U$,J:DE@N(P)~U$,J:FP@N(P)~U$,J:SNET(P)~U$,J:TERU(P)~U$,J:BR@N(P)~U$,J:ES@N(P)~U$,J:ME@N(P)~U$,J:MT@N(P)~U$,J:OTHD(P)~U$,J:FT@N(P)~U$,J:CQ@N(P)~U$,J:OLYC(P)~U$,J:KP@N(P)~U$,J:JT@N(P)~U$,J:KB@N(P)~U$,J:KM@N(P)~U$,J:NM@N(P)~U$,J:MI@N(P)~U$,J:YHOO(P)~U$,J:ASBR(P)~U$,J:DALF(P)~U$,J:DH@N(P)~U$,J:MIFU(P)~U$,J:MSAD(P)~U$,J:NR@N(P)~U$,J:SQ@N(P)~U$,J:FJ@N(P)~U$,J:IX@N(P)~U$,J:JXHO(P)~U$,J:KU@N(P)~U$,J:KH@N(P)~U$,J:COMM(P)~U$,J:RAKT(P)~U$,J:NKSJ(P)~U$,J:UJ@N(P)~U$,J:CK@N(P)~U$,J:WJR(P)~U$,J:AB@N(P)~U$,J:AJ@N(P)~U$,J:AC@N(P)~U$,J:N@MB(P)~U$,J:CL@N(P)~U$,J:KE@N(P)~U$,J:MEJH(P)~U$,J:NJ@N(P)~U$,J:NSSM(P)~U$,J:OMRN(P)~U$,J:SE@N(P)~U$,J:SUEL(P)~U$,J:SMTH(P)~U$,J:TD@N(P)~U$,J:TZ@N(P)~U$,J:JR@N(P)~U$,J:ANAW(P)~U$,J:DP@N(P)~U$,J:FAMA(P)~U$,J:IDKO(P)~U$,J:INPX(P)~U$,J:KTEL(P)~U$,J:KN@N(P)~U$,J:MRBU(P)~U$,J:IA@N(P)~U$,J:MCHC(P)~U$,J:MH@N(P)~U$,J:IF@N(P)~U$,J:VF@N(P)~U$,J:OQ@N(P)~U$,J:DBHI(P)~U$,J:SFH(P)~U$,J:EM@N(P)~U$,J:TC@N(P)~U$,J:RY@N(P)~U$,J:TRAY(P)~U$,J:TYTS(P)~U$,J:REND(P)~U$,J:IN@N(P)~U$,J:OJ@N(P)~U$,J:YE@N(P)~U$,J:AG@N(P)~U$,J:AL@N(P)~U$,J:AM@N(P)~U$,J:AOZR(P)~U$,J:CC@N(P)~U$,J:CHBK(P)~U$,J:CHOC(P)~U$,J:CONF(P)~U$,J:SECR(P)~U$,J:CYBA(P)~U$,J:DS@N(P)~U$,J:DENA(P)~U$,J:EC@N(P)~U$,J:DENN(P)~U$,J:EQ@N(P)~U$,J:DM@N(P)~U$,J:EB@N(P)~U$,J:FECL(P)~U$,J:FUKU(P)~U$,J:FU@N(P)~U$,J:GSYU(P)~U$,J:AQ@N(P)~U$,J:OM@N(P)~U$,J:HTCM(P)~U$,J:IH@N(P)~U$,J:ZW@N(P)~U$,J:IM@N(P)~U$,J:MZYA(P)~U$,J:JFEH(P)~U$,J:JGCC(P)~U$,J:OE@N(P)~U$,J:KC@N(P)~U$,J:KW@N(P)~U$,J:KK@N(P)~U$,J:KSER(P)~U$,J:BS@N(P)~U$,J:KONA(P)~U$,J:KONM(P)~U$,J:RK@N(P)~U$,J:MNIC(P)~U$,J:UI@N(P)~U$,J:MASU(P)~U$,J:KO@N(P)~U$,J:JZ@N(P)~U$,J:LM@N(P)~U$,J:MMOT(P)~U$,J:PC@N(P)~U$,J:MO@N(P)~U$,J:KI@N(P)~U$,J:FY@N(P)~U$,J:RZ@N(P)~U$,J:OU@N(P)~U$,J:LO@N(P)~U$,J:NX@N(P)~U$,J:NU@N(P)~U$,J:NPIC(P)~U$,J:NS@N(P)~U$,J:NY@N(P)~U$,J:NH@N(P)~U$,J:BO@N(P)~U$,J:NIBO(P)~U$,J:NSKC(P)~U$,J:OB@N(P)~U$,J:OJIH(P)~U$,J:OUMA(P)~U$,J:RH@N(P)~U$,J:PB@N(P)~U$,J:EP@N(P)~U$,J:SEEP(P)~U$,J:SZ@N(P)~U$,J:SHBA(P)~U$,J:ZB@N(P)~U$,J:SW@N(P)~U$,J:SKYP(P)~U$,J:NIIW(P)~U$,J:UMCO(P)~U$,J:SC@N(P)~U$,J:DPPH(P)~U$,J:OZ@N(P)~U$,J:ZC@N(P)~U$,J:TADH(P)~U$,J:OC@N(P)~U$,J:GO@N(P)~U$,J:TU@N(P)~U$,J:TKOS(P)~U$,J:TJ@N(P)~U$,J:TOHO(P)~U$,J:EL@N(P)~U$,J:TOSO(P)~U$,J:TE@N(P)~U$,J:JQ@N(P)~U$,J:TFUD(P)~U$,J:PT@N(P)~U$,J:TSHC(P)~U$,J:TOTO(P)~U$,J:TOYS(P)~U$,J:UBEI(P)~U$,J:YM@N(P)~U$,J:XE@N(P)~U$,J:YORU(P)~U$,J:CW@N(P)~U$,J:GG@N(P)~U$,J:HTZZ(P)~U$,J:JW@N(P)~U$,J:MISH(P)~U$,J:MG@N(P)~U$,J:NIPM(P)~U$,J:SG@N(P)~U$,J:NTN(P)~U$,J:OK@N(P)~U$,J:FZ@N(P)~U$,J:GC@N(P)~U$,J:TOBO(P)~U$,J:UNIT(P)~U$
6/21/2016,53.92,25.81,27.94,21.52,29.27,34.87,29.8,42.87,24.64,4.84,273.54,26.44,12.21,58.47,57.82,40.91,31,83.6,76.89,15.35,175.49,12.4,12.2,17.25,42.99,33.56,29.71,89.91,155.79,22.61,12.52,1.54,25.69,35.76,39.68,16.33,21.5,33.4,57.31,18.53,11.83,45.69,39.72,49.43,9.63,75.71,14.86,16.51,18.23,3.99,8.99,4.59,32.73,11.79,28.86,23.99,27.24,9.71,55.3,36.71,26.75,3.97,13.85,17.31,9.66,10.25,26.9,9.94,26.17,61.6,11.21,24.44,6.64,24.75,14.17,9.63,98.24,24.11,19.39,35.01,17.26,13.68,34.71,60.84,20.97,16.93,28.61,21.08,13.87,22.56,8.15,44.24,36.26,4.53,7.46,4.82,40.44,64.41,22.17,19.09,3.81,11.88,20.23,39.27,26.02,8.84,21.88,35.73,30.61,21.39,13.27,28.65,21.56,11,34.92,15.59,4.96,16.07,4.19,17.63,28.12,5.7,21.93,21.05,51.18,22.77,28.12,27.07,20.9,17.79,24.01,19.51,10.46,10.49,15.32,26.98,9.81,12.62,11.47,13.21,14.12,12.05,13.3,30.52,22.96,26.02,8.61,37.88,7.98,12.76,27.1,13.79,8.65,16.38,27.17,26.5,5.06,18.32,22.58,21.59,46.45,17.93,13.75,22.19,44.29,10.21,17.86,5.49,18.27,30.04,16.13,9.5,7.89,10.29,4,35.92,8.94,26.45,52.33,17.87,8.89,15.21,7.33,10.24,4.59,2.34,6.8,4.46,16.15,23.01,40.85,9.13,23.53,10.08,9.02,14.06,17.17,26.93,2.66,14.25,4.23,12.05,6.3,17.62,10.48,40.7,19.87,16.84,16.61,11.25,13.14,5.38,4.83,4.98,22.19,14.83,18.65,2.17,7.94,3.01,14.35,27.55,30.99,18.75,5.55
6/22/2016,53.55,25.99,28.62,21.73,28.69,34.52,30.14,42.13,24.39,4.78,269.59,25.76,12.06,57.6,57.7,40.27,30.49,83.74,76.15,15.53,173.61,12.28,12.22,17.14,42.64,33.4,29.59,89.47,152.8,22.29,12.28,1.53,25.83,35.14,39.25,16.16,21.2,32.93,56.19,18.15,11.82,45.92,39.74,48.72,9.62,74.61,14.74,16.54,17.92,3.99,8.86,4.55,32.57,11.66,28.51,23.44,27.33,9.62,55.49,36.36,27.71,3.94,13.6,16.99,9.61,10.3,26.85,9.85,26.14,61.14,11.18,24.39,6.63,24.55,13.93,9.42,98.65,24.07,18.91,34.52,17.12,13.67,33.91,59.97,19.7,16.71,28.34,20.86,14.68,22.58,8.15,43.98,36.58,4.46,7.3,4.75,40.33,61.68,22.02,18.56,3.8,11.59,19.9,38.87,25.88,8.75,21.58,35,30.42,21.2,13.11,28.74,21.47,10.71,34.76,15.55,4.91,15.74,4.16,17.66,27.84,5.65,21.26,20.44,50.52,22.73,27.17,27.07,20.68,17.33,23.49,19.24,10.15,10.31,14.95,26.74,9.72,12.73,11.48,12.79,13.88,11.86,13.12,30.18,22.82,25.65,8.31,37.67,7.95,12.46,26.78,13.62,8.49,16.22,26.72,25.21,5.18,18.38,21.96,21.4,46.6,17.82,13.6,22.01,43.74,9.99,17.83,5.39,17.86,29.51,16.13,9.38,7.79,10.03,3.93,35.1,8.97,27.03,51.23,17.71,8.83,14.99,7.2,10.03,4.49,2.34,6.81,4.4,16.21,22.73,40.4,8.94,23.49,9.88,9.11,13.92,16.86,26.68,2.64,14.37,4.06,11.84,6.18,17.55,10.24,40.44,19.66,16.71,16.61,10.94,12.86,5.26,4.75,4.95,23.4,14.61,18.34,2.14,7.74,2.97,13.94,26.93,29.99,18.81,5.44
6/23/2016,54.27,25.67,28.74,21.69,28.54,34.34,29.26,42.06,24.19,4.86,277.55,26.16,11.95,57.84,57.18,39.98,30.78,84.4,76.45,15.26,173.49,12.2,12.3,17.51,42.4,33.67,29.59,88.99,157.08,22.89,12.36,1.55,25.31,35.79,39.4,15.94,21,32.88,55.71,18.17,11.91,45.09,40.26,48.94,9.61,73.52,14.74,16.25,17.88,4.05,9.05,4.48,32.01,11.72,28.42,23.53,27.83,9.72,54.31,36.97,27.68,3.92,13.87,16.64,9.5,10.51,27.42,9.96,26.49,60.84,11.2,23.8,6.68,24.31,13.77,9.38,96.96,23.84,19.76,35.05,17.06,13.66,33.91,59.98,19.82,16.54,28.25,21.11,14.76,22.53,8.29,43.7,36.18,4.5,7.31,4.8,40.66,61.88,22,18.25,3.87,11.66,20.56,38.08,25.73,8.81,21.88,34.67,30.22,21.76,13.3,28.95,21.28,10.77,34.81,14.76,4.95,15.64,4.2,17.62,27.95,5.72,21.49,20.34,51.08,22.89,27.34,27.58,20.95,17.5,23.46,19.16,9.95,10.71,15,27.91,9.88,12.88,11.61,13.38,14.06,11.95,13.02,31.03,23.08,25.03,8.51,36.94,7.96,12.6,26.82,13.62,8.51,16.77,27.04,25.54,5.08,18.68,22.33,21.5,45.46,17.25,13.25,21.71,43.7,9.95,17.79,5.27,18.45,29.28,15.93,9.42,7.97,9.81,3.93,35.71,8.94,27.15,53.12,17.76,8.81,15.14,7.3,10.41,4.5,2.35,7.01,4.43,16.06,22.99,40.2,8.96,23.56,9.85,8.95,14.15,16.98,26.54,2.67,14.1,4.07,11.85,6.17,17.31,10.27,40.06,19.8,16.74,17.02,11.02,12.78,5.2,4.77,4.96,23.41,14.85,18.35,2.1,8.14,3.06,14,27.24,30.74,18.54,5.39
6/24/2016,51.29,25.4,26.94,21.67,27.17,32.69,28.06,40.44,23.33,4.6,257.37,24.82,11.91,55.86,56.24,38.56,29.04,79.62,74.19,14.64,166.88,11.59,11.88,17.05,41.05,31.58,28.87,86.09,151.71,21.25,11.29,1.5,24.86,33.58,37.43,15.88,20.26,31.11,52.94,17.8,11.68,43.79,37.09,46.18,9.11,70.3,14.52,15.74,17.52,3.74,8.58,4.33,30.97,10.92,27.1,22.3,25.32,9.24,51.41,35.05,26.76,3.83,13.17,15.79,8.99,9.96,25.37,9.74,25.27,59.17,10.8,22.64,6.59,23.78,13.36,9.09,96.21,22.81,18.75,33.28,16.47,13.13,32.2,55.79,19.22,16.01,27.53,20.18,14.8,22.03,7.79,42.43,34.01,4.29,6.89,4.48,38.55,58.91,21.24,17.95,3.72,11.01,19.7,37.44,25.11,8.46,20.49,33.77,28.89,20.71,12.31,27.26,19.54,10.26,34.16,14.05,4.67,14.91,3.94,16.45,28.19,5.51,20.75,19.33,46.25,21.14,25.35,26.67,19.67,16.79,22.51,18.11,9.58,10.13,14.49,26.62,9.23,12.24,10.83,12.5,13.47,11,12.65,28.87,22.32,23.61,8.22,36.95,7.36,12.2,26.59,13.13,8.21,15.33,25.53,24.08,4.92,17.47,21.14,20.05,44.51,16.76,12.83,20.75,41.3,9.57,17.18,5.06,17.62,28.07,14.98,8.84,7.31,9.57,3.71,32.79,8.6,26.92,50.9,16.66,8.64,14.39,6.93,10.28,4.25,2.29,6.42,4.16,15.7,21.92,39.35,8.37,22.51,8.88,8.55,13.45,16.3,25.71,2.49,13.51,3.87,11.23,5.94,16.7,9.53,38.86,18.47,16.74,16.32,10.28,12.17,4.77,4.46,4.75,22.27,14,17.42,2.07,6.85,2.81,13.02,26.72,28.58,17.72,5.19
6/27/2016,50.65,26.87,27.81,23.21,27.36,34.86,29.92,42.74,24.45,4.48,269.3,25.07,12.34,57.21,59.64,40.68,28.67,79.99,79.39,15.68,177.89,12.04,12.02,17.03,42.79,31.44,28.98,91.39,154.14,20.61,11.46,1.47,25.19,33.95,38.37,16.86,21.22,32.25,55.69,17.92,11.71,46.35,35.81,47.35,9.12,74.02,15.19,16.5,16.86,3.52,8.53,4.44,32.54,10.63,28.04,22.31,25.08,9.05,53.93,34.21,26.18,3.77,13.03,16.66,9.41,10.27,26,9.84,25.72,61.98,11.27,24.21,6.72,24.66,13.99,9.55,101.88,22.32,18.15,32.94,17.04,13.2,32.09,55.36,20.08,17.07,28.55,21.28,15.37,22.41,7.5,45.92,36.29,4.38,6.55,4.5,37.37,59.66,22.74,19,3.69,11.05,19.74,39.58,26.85,8.66,20.76,34.71,29.26,21.98,12.38,27.34,18.68,10.17,34.71,13.73,4.7,15.8,3.94,16.9,30.09,5.24,21.78,19.82,46.71,21.04,25.27,27.04,19.91,16.72,23.01,18.44,9.72,9.87,14.15,25.57,9.05,11.98,11.05,12.19,13.67,10.96,13.35,26.85,22.81,25.47,8.16,37.22,7.28,12.18,28.3,13.31,8.19,13.91,26.57,24.09,4.73,17.55,20.45,19.39,46.3,17.98,13.09,21,43.56,9.93,18.5,5.3,17.41,28.8,16.03,8.95,7.07,10.18,3.87,32.6,8.47,28.67,51.58,16.11,9.08,14.26,6.95,9.74,4.48,2.31,6.3,4.08,16.86,21.88,41.79,8.33,23.21,8.6,9.06,13.53,17.36,26.87,2.52,14.26,4.08,11.59,6.05,17.29,9.34,39.29,18.93,16.91,16.15,10.8,12.14,4.84,4.49,4.9,22.47,13.57,16.62,2.14,6.29,2.66,13.18,26.94,28.62,18.88,5.41
6/28/2016,48.4,26.68,27.57,23.27,27.49,35.12,29.91,42.25,23.99,4.37,267.11,24.55,12.26,56.67,59.01,40.35,27.92,78.92,78.6,15.66,175.32,11.85,11.75,16.81,42.62,30.69,27.83,90.61,154.84,19.97,11.45,1.43,24.89,33.55,38.22,16.83,21.14,31.17,56.06,17.82,11.52,45.83,34.54,46.51,8.94,73.71,15.38,16.68,16.71,3.43,8.3,4.37,31.95,10.41,28.23,22.11,23.83,8.85,54.04,33.57,25.77,3.71,12.77,16.57,9.31,10.09,25.38,9.72,25.86,62.05,10.92,24.11,6.78,24.77,13.94,9.5,101.38,22.08,18.11,31.86,17.16,12.86,30.66,53.9,19.75,17.12,28,20.92,15.66,22.4,7.41,45.92,36.48,4.3,6.32,4.37,36.8,59.84,22.71,18.82,3.61,10.76,19.43,39.84,26.85,8.5,20.65,34.2,28.04,22.03,12.57,26.07,18.25,9.98,33.95,13.55,4.6,15.74,3.86,16.4,31.04,5.07,22.02,19.6,46.16,20.02,24.95,26.27,19.56,16.3,22.77,18.19,9.44,9.46,13.95,24.61,8.88,11.71,10.89,12.08,13.58,10.76,13.46,26.37,22.47,25.31,7.98,36.53,7.05,11.83,28.32,13.4,8.07,13.32,26.52,22.96,4.52,17.12,19.94,18.83,48.31,18.49,13.02,20.24,43.78,9.87,17.81,5.15,17.12,28.57,16.22,8.83,7.01,10.3,3.73,32.06,8.35,28.52,54.14,15.77,9.1,13.82,6.85,8.96,4.51,2.27,6.1,4.02,16.97,21.65,42.52,8.1,22.38,8.4,9.04,13.54,17.03,26.8,2.44,13.23,4.04,11.43,5.96,17.05,8.91,38.87,18.75,16.34,14.5,10.73,11.95,4.75,4.42,4.78,22.33,13.43,16.34,2.14,6.03,2.59,12.94,26.56,28.21,18.78,5.35
6/29/2016,49.87,27.23,28.29,23.57,28.86,35.17,30.15,43.26,24.54,4.47,268.84,25.01,12.28,57.81,58.76,40.27,28.4,81.38,82.1,15.73,176.77,12.23,12.14,17.4,42.29,32.69,28.31,92.24,158.8,20.77,11.87,1.45,25.27,34.56,38.68,17.17,21.41,31.53,57.81,18.3,11.91,46.6,35.67,47.29,9.18,74.25,15.39,16.8,17.09,3.52,8.59,4.46,31.94,10.78,28.59,22.65,25.18,9.06,54.7,34.22,26.43,3.83,13.17,17.29,9.42,10.49,26.34,10,26.42,62.95,10.82,23.96,6.91,25.61,14.22,9.78,101.42,22.99,19.28,32.3,17.4,13.2,31.69,55.34,20.39,17.32,28.63,21.78,15.2,20.97,7.61,46.52,36.58,4.44,6.59,4.49,38.32,61.15,23.11,19.19,3.64,11.13,20,40.82,27.23,8.58,21.1,34.54,27.8,22.4,13.04,26.79,19.1,10,34.2,14.01,4.66,15.85,3.89,16.67,30.54,5.2,22.11,19.97,46.76,20.24,25.52,26.79,20.31,16.46,23.19,18.66,9.65,9.81,14.3,25.91,8.8,12,10.43,12.86,13.9,11.16,13.74,27.38,22.99,25.51,8.09,38.29,7.23,11.98,27.35,13.34,8.13,13.52,27.2,23.48,4.55,18.07,20.85,19.65,48.59,18.32,13.25,20.8,45.3,9.89,17.9,5.18,17.54,28.74,15.99,8.9,7.3,10.57,3.82,32.54,8.55,28.64,55,16.12,9.26,14.22,6.97,9.17,4.59,2.31,6.29,4.1,17.29,21.48,42.77,8.38,22.99,8.57,9,13.89,17.15,27.48,2.46,13.64,4.08,11.82,6.13,17.34,9.08,38.82,18.94,16.66,14.99,11.03,12.31,4.83,4.5,4.79,22.75,13.64,16.46,2.16,6.14,2.67,13.35,26.99,29.32,18.8,5.46
6/30/2016,49.24,26.97,28.21,23.39,29.13,35.43,30.34,43.12,24.11,4.44,266.11,25.08,12.14,58.11,57.79,39.99,28.52,82.99,83.59,15.6,176.67,12.1,12.08,17.43,41.73,32.82,28.39,91.95,161.18,20.66,11.78,1.45,25.7,34.87,38.44,17.3,21.18,31.86,55.44,18.26,11.83,46,36.46,47.2,9.25,73.62,15.46,16.8,17.25,3.56,8.59,4.41,32.23,10.99,29.07,22.73,25.55,8.95,54.27,33.9,26.84,3.89,13.33,16.92,9.42,10.75,26.3,9.99,26.85,63.04,11.06,23.45,6.9,25.67,14.12,9.66,101.67,23.1,19.09,32.26,17.35,13.07,32.15,55.27,20.49,17.49,28.38,22.13,15.23,21.56,7.73,46.93,36.55,4.48,6.68,4.53,39.71,62.74,23.32,19.12,3.63,11.15,20.05,40.84,27.34,8.47,21.31,35.53,26.68,22.81,12.9,26.9,18.61,10.06,34.51,14.27,4.69,16.12,3.89,16.7,30.07,5.24,23.18,20.03,46.5,20.72,25.49,27.34,20.57,16.33,23,19.01,9.95,9.85,14.44,26.51,8.83,12.17,10.28,12.82,14.16,11.18,13.8,27.78,23.39,25.62,8.09,37.97,7.21,11.84,27.16,13.37,8.21,13.25,27.72,23.69,4.57,18.13,21.05,19.95,48.6,18.31,13.51,20.71,45.42,9.85,17.42,5.11,17.45,28.93,15.97,9,7.33,10.58,3.82,32.41,8.62,28.88,53.9,15.92,9.32,14.43,6.99,9.37,4.59,2.35,6.31,4.07,17.22,21.64,42.79,8.37,23.49,8.62,9.15,14.25,16.42,27.53,2.49,13.6,4.21,11.91,6.18,17.12,9.12,39.58,18.93,16.38,15.02,11.17,12.4,4.83,4.56,4.8,22.66,13.65,16.47,2.2,6.24,2.65,13.26,27.1,30.02,18.81,5.36
7/1/2016,49.74,27.26,27.89,23.44,29.29,36.33,31.1,43.23,24.99,4.48,266.5,25,12.11,58.93,59.25,40.17,28.71,82.23,84.54,15.62,176.11,12.28,12.12,17.5,41.53,33.26,28.18,92.05,159.65,20.33,11.9,1.44,26.49,34.58,38.73,17.97,22.06,32.31,56.45,18.27,11.87,48.02,36.18,46.99,9.27,73.43,15.6,17.03,17.32,3.64,8.52,4.42,32.61,10.9,29.1,22.46,25.52,8.97,55.32,33.86,26.68,3.84,13.54,16.81,9.57,10.82,26.74,10.06,26.96,62.3,10.96,24.19,6.96,26.26,14.19,9.54,102.37,23.47,19.02,32.48,17.05,13.03,31.94,55.42,20.49,17.38,27.86,22.05,15.49,20.37,7.69,47,37.65,4.52,6.59,4.57,40.56,63.02,23.28,19.18,3.65,11.2,20.06,40.67,27.32,8.45,21.46,35.75,26.28,23.67,12.89,27.13,18.85,10.07,34.38,14.38,4.72,16.14,3.93,16.69,30.24,5.26,23.09,20.07,46.02,20.77,25.86,27.42,20.45,16.46,22.79,18.8,9.86,9.65,14.32,27.47,8.81,12.41,10.23,12.67,14.11,11.34,13.81,27.86,23.96,25.62,8.08,39.79,7.28,11.99,28.14,13.44,8.29,13.13,27.21,23.96,4.56,18.26,20.55,20.02,49.52,18.51,13.51,21.04,45.88,9.9,17.48,5.18,17.14,29.9,16.15,9.07,7.32,10.61,3.9,32.53,8.57,29.56,54.55,15.97,9.28,14.22,7,9.16,4.63,2.35,6.39,4.12,18.29,21.87,44.12,8.4,23.67,8.56,9.31,14.16,16.8,27.46,2.49,14.32,4.17,11.76,6.06,17.12,8.96,40.18,19.23,16.46,14.72,11.22,12.5,4.9,4.52,4.75,23.04,13.93,16.46,2.2,6.43,2.62,13.25,26.98,31.27,19.48,5.36
7/4/2016,50,27.99,28.24,24.14,29.63,36.57,32.14,43.71,24.99,4.44,270.2,25.47,12.11,59.26,59.37,42.08,28.57,82.76,83.41,15.84,176.33,12.28,12.33,17.79,41.07,33.49,28.39,93.36,159.36,20.53,11.86,1.43,27.05,34.71,38.62,18.24,22.14,32.2,56.19,18.56,12.09,48.1,37.11,46.97,9.17,73.47,15.74,17.3,17.44,3.63,8.69,4.54,33.03,10.89,29.2,22.64,25.54,9.19,55.17,34.11,26.57,3.89,13.63,16.97,9.59,11.11,27.16,10.26,26.96,63.69,10.7,24.72,7.02,26.59,14.51,9.65,103.28,24.09,19.51,31.65,17.12,13.01,31.65,55.3,20.79,17.36,27.93,22.41,15.78,19.55,7.75,47.15,37.89,4.58,6.52,4.58,40.95,63.56,23.43,19.45,3.66,11.11,21.26,40.18,27.65,8.73,21.73,35.79,26.34,24.01,12.75,26.92,18.8,9.95,34.43,14.48,4.71,16.09,4,16.73,30.77,5.26,23.35,20.38,46.23,20.8,26.23,27.21,20.77,16.43,23.11,19.26,9.83,9.66,14.37,28.38,9.05,12.69,10.5,13.11,14.12,11.08,13.77,28.19,24.09,25.84,8.19,39.64,7.14,12,27.42,13.97,8.36,13.36,27.25,24.48,4.57,18.82,20.48,19.98,50.48,19,13.61,21.11,46.52,9.86,17.94,5.14,17.26,29.99,16.54,9.08,7.33,10.63,3.91,32.96,8.47,30.09,53.93,16.03,9.32,14.04,6.94,9.26,4.63,2.37,6.46,4.15,18.17,21.99,44.67,8.36,24.48,8.62,9.33,14.47,17.07,27.56,2.52,14.14,4.15,12.02,6.19,17.15,9.07,40.08,19.35,16.48,14.78,11.3,12.57,4.92,4.53,4.76,22.77,13.85,17.07,2.19,6.44,2.6,13.26,27.89,33.55,19.51,5.56
7/5/2016,50.74,27.97,28.2,24.31,29.9,36.38,32.27,44.01,25.3,4.43,261.34,25.43,12.24,59.76,59.44,42.54,28.43,83.11,84.19,15.92,178.38,12.25,12.54,17.88,41.77,33.43,28.65,94.21,158.04,20.33,11.8,1.45,28.06,34.62,38.58,18.09,22.52,32.79,55.14,18.52,12.17,48.24,37.11,47.37,9.24,74.53,16.01,17.86,17.3,3.66,8.78,4.55,33.25,10.73,29.79,22.69,25.4,9.29,55.2,34.02,26.69,3.92,13.31,17.11,9.75,11.07,27.26,10.48,27.14,64.99,10.55,25.14,7.08,26.72,14.47,9.69,104.28,25.11,19.48,31.17,17.51,12.98,31.11,54.45,20.98,17.63,28.27,23.2,16.08,19.79,7.73,47.71,38.3,4.66,6.35,4.55,41.17,63.56,23.71,19.63,3.68,11.02,21.62,41.11,28.16,8.9,21.92,36.24,26.5,24.27,12.42,27.13,18.12,9.87,34.96,14.47,4.63,16.4,3.99,16.69,31.61,5.29,23.98,20.53,46.43,20.91,26.59,26.78,20.92,16.4,24.12,19.25,9.84,9.56,14.29,28.36,9.32,13.02,10.54,13.16,14.1,10.98,14.1,27.77,25.01,26.25,8.37,39.83,7.16,12.16,26.71,14.28,8.41,13.13,27.63,24.72,4.43,19.15,20.78,20.04,51.12,19.22,13.8,21.22,47.36,9.94,17.91,5.13,17.23,31.26,16.72,8.99,7.3,10.77,3.95,32,8.48,30.43,54.6,16.05,9.41,13.88,6.92,9.27,4.62,2.42,6.5,4.13,18.34,21.91,44.8,8.32,24.52,8.56,9.39,14.69,18.17,27.88,2.51,14.77,4.18,12.07,6.23,17.21,8.98,40.67,19.41,16.74,14.79,11.43,12.56,4.93,4.52,4.76,22.8,13.59,17.53,2.2,6.4,2.59,13.19,28.75,33.87,19.4,5.61
7/6/2016,50.21,28.59,27.83,25.01,30.03,36.34,32.36,43.47,25.27,4.3,256.8,24.45,12.38,59.16,60,42.48,27.95,81.26,83.55,15.79,179.37,12.07,12.33,17.68,41.14,32.97,28.28,95.39,154.68,20.25,11.41,1.42,28.64,33.31,38.01,18.1,22.66,31.52,54.17,18.12,12.02,48.22,35.28,46.88,9.05,74.13,16.2,18.13,17.19,3.52,8.56,4.41,33.67,10.26,29.19,21.62,24.65,9.17,55,32.76,25.97,3.82,12.93,17.27,9.69,10.89,27.38,10.28,25.84,65.5,10.27,24.91,6.96,26.54,14.49,9.6,106.39,24.39,18.84,30.59,17.34,12.64,29.68,52.15,21.06,17.69,27.94,23.28,16.04,20.06,7.58,48.29,38.77,4.6,6.21,4.41,40.68,61.2,24.21,19.72,3.63,10.8,20.91,40.65,28.31,8.76,21.73,36.24,25.93,24.62,12.07,26.77,17.34,9.71,34.7,14.09,4.52,16.4,3.82,16.24,31.98,5.12,23.98,20.23,44.97,20.51,26.32,27.37,20.52,16.11,23.7,19.04,9.64,9.3,14.05,28.06,9.14,12.62,10.27,12.55,14.25,10.47,14.16,27.07,24.69,26.41,8.23,40.6,7.21,12.08,27.54,13.98,8.31,12.41,27.48,24.09,4.43,18.59,20.23,19.81,51.7,19.47,13.57,21.02,47.2,9.31,18.13,5.17,17.05,31.73,16.98,9,7,10.73,3.95,31.33,8.35,30.74,53.34,15.75,9.44,13.48,6.65,9.12,4.5,2.43,6.13,4.01,18.71,21.32,44.92,8.18,24.49,7.93,9.49,14.36,17.45,27.41,2.5,14.33,4.09,11.58,5.98,17.27,8.77,39.66,19.4,16.36,14.25,11.37,12.05,4.84,4.44,4.65,22.46,13.19,16.96,2.13,6.15,2.49,12.89,27.96,33.61,19.53,5.55
